,"(0, 1)","(0, 2)","(1, 2)"
0,1.9004201248521235,1.9003773216435624,3.7974781039991528
1,1.9004201248521235,1.9203631634762628,3.8174811172989447
2,1.9004201248521235,1.9403471240881514,3.8374823295271345
3,1.9004201248521235,1.9603231788705555,3.8574746888726312
4,1.9004201248521235,1.9803114952737007,3.8774792408100653
5,1.9004201248521235,2.000295027428994,3.897478914397485
6,1.9004201248521235,2.0202839856448795,3.9174834663330746
7,1.9004201248521235,2.0402613090761585,3.937475825684902
8,1.9004201248521235,2.0602457649409596,3.9574754992688206
9,1.9004201248521235,2.0802356134469866,3.977480051204908
10,1.9004201248521235,2.100225741949936,3.9974846031414555
11,1.9004201248521235,2.1201990962070423,4.017472084141096
12,1.9004201248521235,2.1401897608981217,4.037476636077663
13,1.9004201248521235,2.160180682709009,4.057481188014678
14,1.9004201248521235,2.1801667644455915,4.077480861604748
15,1.9004201248521235,2.2001533410735625,4.097480284749763
16,1.9004201248521235,2.220137873454971,4.117477772888762
17,1.9004201248521235,2.240124670680889,4.137477446475449
18,1.9004201248521235,2.260116778462821,4.1574819984111775
19,1.9004201248521235,2.280104253961463,4.177481421559287
20,1.9004201248521235,2.300084594095,4.197474031347068
21,1.9004201248521235,2.3200773395921868,4.217478583283263
22,1.9004201248521235,2.340070286889939,4.237483135219891
23,1.9004201248521235,2.360053496549847,4.257477680020531
24,1.9004201248521235,2.3800397163680187,4.27747516815621
25,1.9004201248521235,2.4000332387250722,4.297479720093278
26,1.9004201248521235,2.4200218739567543,4.3174793936824996
27,1.9004201248521235,2.4400157579665667,4.337483945617897
28,1.9004201248521235,2.459997830646434,4.3574763049674745
29,1.9004201248521235,2.4799869907782095,4.377475978553509
30,1.9004201248521235,2.4999813824757093,4.397480530489362
31,1.9004201248521235,2.5199759354448523,4.417485082425633
32,1.9004201248521235,2.539953593833785,4.437472563425379
33,1.9004201248521235,2.5599484578258913,4.45747711536167
34,1.9004201248521235,2.5799434720204935,4.477481667298371
35,1.9004201248521235,2.5999335765871328,4.497481340889921
36,1.9004201248521235,2.6199168843925484,4.517473700234789
37,1.9004201248521235,2.6399123286240322,4.537478252171905
38,1.9004201248521235,2.659902857411368,4.557477925760365
39,1.9004201248521235,2.679898573782441,4.5774824776959
40,1.9004201248521235,2.6998844769643684,4.5974770224997314
41,1.9004201248521235,2.719873342541001,4.61747451063165
42,1.9004201248521235,2.7398694428678825,4.637479062567615
43,1.9004201248521235,2.759860619525044,4.657478736163269
44,1.9004201248521235,2.7798520623315834,4.677478159304755
45,1.9004201248521235,2.7998414138234975,4.697475647440123
46,1.9004201248521235,2.819832945762064,4.717475321032745
47,1.9004201248521235,2.8398296338515028,4.737479872967589
48,1.9004201248521235,2.8598215244565806,4.75747929611186
49,1.9004201248521235,2.879806282583112,4.777471905903059
50,1.9004201248521235,2.899803293690998,4.7974764578383295
51,1.9004201248521235,2.9198004081096296,4.817481009773988
52,1.9004201248521235,2.939792587724712,4.837480683371562
53,1.9004201248521235,2.9597778827643735,4.857473042709861
54,1.9004201248521235,2.979775294547755,4.877477594645925
55,1.9004201248521235,2.999767768651627,4.897477268240558
56,1.9004201248521235,3.0197653699811116,4.917481820175139
57,1.9004201248521235,3.0397510373708503,4.937474179518613
58,1.9004201248521235,3.059743788823038,4.957473853110372
59,1.9004201248521235,3.079741659090444,4.97747840504537
60,1.9004201248521235,3.0997396155859867,4.997482956980744
61,1.9004201248521235,3.119720599836011,5.017470437980975
62,1.9004201248521235,3.13971872372943,5.037474989916377
63,1.9004201248521235,3.159716929003793,5.057479541852147
64,1.9004201248521235,3.179710189887934,5.077479215448647
65,1.9004201248521235,3.1997036230752935,5.09747863858918
66,1.9004201248521235,3.219694960525478,5.117476126724286
67,1.9004201248521235,3.2396884546630655,5.137475800317993
68,1.9004201248521235,3.259687045311737,5.157480352252735
69,1.9004201248521235,3.27968077263888,5.177479775395844
70,1.9004201248521235,3.2996673855522407,5.197472385188112
71,1.9203979019177146,1.9003773216435624,3.8174731028831097
72,1.9203979019177146,1.9203631634762628,3.837476116182223
73,1.9203979019177146,1.9403471240881514,3.8574773284072585
74,1.9203979019177146,1.9603231788705555,3.8774696877572103
75,1.9203979019177146,1.9803114952737007,3.897474239696268
76,1.9203979019177146,2.000295027428994,3.9174739132783003
77,1.9203979019177146,2.0202839856448795,3.937478465215524
78,1.9203979019177146,2.0402613090761585,3.9574708245716734
79,1.9203979019177146,2.0602457649409596,3.9774704981503004
80,1.9203979019177146,2.0802356134469866,3.997475050087993
81,1.9203979019177146,2.100225741949936,4.017479602026126
82,1.9203979019177146,2.1201990962070423,4.037467083023216
83,1.9203979019177146,2.1401897608981217,4.057471634961359
84,1.9203979019177146,2.160180682709009,4.07747618689993
85,1.9203979019177146,2.1801667644455915,4.097475860484843
86,1.9203979019177146,2.2001533410735625,4.117475283624178
87,1.9203979019177146,2.220137873454971,4.1374727717745765
88,1.9203979019177146,2.240124670680889,4.157472445356193
89,1.9203979019177146,2.260116778462821,4.177476997293462
90,1.9203979019177146,2.280104253961463,4.197476420435974
91,1.9203979019177146,2.300084594095,4.217469030228438
92,1.9203979019177146,2.3200773395921868,4.237473582166147
93,1.9203979019177146,2.340070286889939,4.2574781341042724
94,1.9203979019177146,2.360053496549847,4.277472678892993
95,1.9203979019177146,2.3800397163680187,4.297470167039673
96,1.9203979019177146,2.4000332387250722,4.317474718978214
97,1.9203979019177146,2.4200218739567543,4.337474392562566
98,1.9203979019177146,2.4400157579665667,4.357478944499445
99,1.9203979019177146,2.459997830646434,4.3774713038529445
100,1.9203979019177146,2.4799869907782095,4.397470977434189
101,1.9203979019177146,2.4999813824757093,4.417475529371498
102,1.9203979019177146,2.5199759354448523,4.437480081309211
103,1.9203979019177146,2.539953593833785,4.457467562306651
104,1.9203979019177146,2.5599484578258913,4.477472114244375
105,1.9203979019177146,2.5799434720204935,4.497476666182494
106,1.9203979019177146,2.5999335765871328,4.517476339769363
107,1.9203979019177146,2.6199168843925484,4.537468699118045
108,1.9203979019177146,2.6399123286240322,4.557473251056554
109,1.9203979019177146,2.659902857411368,4.577472924640407
110,1.9203979019177146,2.679898573782441,4.597477476577346
111,1.9203979019177146,2.6998844769643684,4.617472021370135
112,1.9203979019177146,2.719873342541001,4.637469509512273
113,1.9203979019177146,2.7398694428678825,4.657474061449618
114,1.9203979019177146,2.759860619525044,4.677473735040743
115,1.9203979019177146,2.7798520623315834,4.697473158177276
